id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
3397449756,哈尔的移动城堡,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2174346180.jpg,2004-09-05(威尼斯电影节),https://movie.douban.com/subject/1308807/,9.1,"动画,奇幻,冒险",4.5,,,2022-06-22 12:15:38,
3397449582,奇巧计程车,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2631090442.jpg,2021-04-06(日本),https://movie.douban.com/subject/35332568/,9.5,"剧情,动画,悬疑",5,,,2022-06-22 12:15:24,
3397447511,雄狮少年,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2702755317.jpg,2021-12-17(中国大陆),https://movie.douban.com/subject/35144311/,8.3,"剧情,喜剧,动画",4,,,2022-06-22 12:12:39,
3397410095,肖申克的救赎,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p480747492.jpg,1994-09-10(多伦多电影节),https://movie.douban.com/subject/1292052/,9.7,"犯罪,剧情",5,,,2022-06-22 11:27:33,
3397409322,瞬息全宇宙,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2869765076.jpg,2022-03-11(西南偏南电影节),https://movie.douban.com/subject/30314848/,7.7,"喜剧,奇幻,冒险",4,,,2022-06-22 11:26:40,
3315541291,神奇动物：邓布利多之谜,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2871106106.jpg,2022-04-08(中国大陆),https://movie.douban.com/subject/26147418/,5.9,"奇幻,冒险",3,,,2022-04-14 22:34:32,
3094936503,入殓师,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2707581855.jpg,2021-10-29(中国大陆),https://movie.douban.com/subject/2149806/,8.9,剧情,4.5,,,2021-11-02 19:58:53,
3088097489,沙丘,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2687443734.jpg,2021-10-22(美国/中国大陆),https://movie.douban.com/subject/3001114/,7.7,"剧情,科幻,冒险",4,,,2021-10-27 18:57:15,
3069458661,春宵苦短，少女前进吧！,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2418455758.jpg,2017-04-07(日本),https://movie.douban.com/subject/26935251/,8.7,"喜剧,爱情,动画",4.5,,,2021-10-11 00:54:31,
2917082143,黑白魔女库伊拉,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2653946775.jpg,2021-06-06(中国大陆),https://movie.douban.com/subject/26703121/,6.8,"喜剧,犯罪",3.5,,,2021-06-16 20:50:35,
2894524789,大红灯笼高高挂,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1254404823.jpg,1991-09-10(威尼斯电影节),https://movie.douban.com/subject/1293323/,8.7,剧情,4.5,,,2021-05-29 00:18:53,
2815898365,波斯语课,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2588101332.jpg,2021-03-19(中国大陆),https://movie.douban.com/subject/30466931/,8.1,剧情,4,,,2021-03-29 19:03:59,
2693593106,心灵奇旅,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2626308994.jpg,2020-12-25(中国大陆/美国网络),https://movie.douban.com/subject/24733428/,8.7,"动画,奇幻,音乐",4.5,,,2021-01-15 22:41:12,
2682508581,金光御九界之战血天道,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2555075863.jpg,2019-05-02(中国台湾),https://movie.douban.com/subject/33400385/,7.5,"奇幻,武侠,古装",4,,,2021-01-08 19:00:20,
2663930169,金光御九界之鬼途奇行录,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2543506995.jpg,2017-11-22(中国台湾),https://movie.douban.com/subject/27180993/,8.3,"奇幻,武侠,古装",4,,,2020-12-29 20:27:01,
2663929582,金光御九界之魆妖纪,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2449597693.jpg,2017-03-22(中国台湾),https://movie.douban.com/subject/26992111/,7.4,"武侠,古装",3.5,,,2020-12-29 20:26:41,
2663928990,金光御九界之东皇战影,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2354134669.jpg,2016-05-25(中国台湾),https://movie.douban.com/subject/26789887/,7.6,"动画,奇幻,武侠",4,,,2020-12-29 20:26:21,
2663928530,金光御九界之墨邪录,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2293132454.jpg,2015-12-16,https://movie.douban.com/subject/26677955/,8.8,"奇幻,武侠,古装",4.5,,,2020-12-29 20:26:05,
2663928068,金光御九界之墨世佛劫,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2238359630.jpg,2015-04-22,https://movie.douban.com/subject/26365524/,9.4,"动画,奇幻",4.5,,,2020-12-29 20:25:51,
2663927603,金光御九界之墨武侠锋,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2196184350.jpg,2014-09-03,https://movie.douban.com/subject/25960764/,9.3,"奇幻,武侠,古装",4.5,,,2020-12-29 20:25:34,
2663927063,天地风云录之魔戮血战,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2166569170.jpg,2014-01-15,https://movie.douban.com/subject/25806715/,9.3,"奇幻,武侠",4.5,,,2020-12-29 20:25:16,
